frame_idx,dynamic_label,select_flag
0,1,3
1,1,3
2,1,3
3,1,3
4,1,1
5,0,1
6,0,1
7,0,1
8,0,1
9,0,1
10,0,1
11,1,3
12,2,1
13,2,3
14,2,3
15,2,3
16,2,3
17,2,3
18,2,3
19,2,3
20,2,3
21,2,3
22,2,3
23,2,3
24,2,3
25,2,3
26,2,3
27,2,3
28,2,3
29,2,3
30,2,3
31,2,3
32,1,3
33,1,3
34,1,1
35,0,1
36,0,1
37,0,1
38,0,1
39,0,1
40,0,1
41,0,1
42,1,3
43,1,1
44,1,1
45,1,3
46,0,1
47,0,1
48,0,1
49,0,1
50,0,1
51,0,1
52,1,1
53,1,3
54,1,3
55,2,1
56,2,3
57,2,3
58,2,3
59,2,3
60,2,3
61,2,3
62,2,3
63,2,3
64,2,3
65,2,3
66,2,3
67,2,3
68,2,3
69,1,3
70,1,3
71,1,3
72,1,3
73,0,1
74,0,1
75,0,1
76,0,1
77,0,1
78,0,1
79,0,1
80,0,1
81,1,1
82,1,3
83,1,3
84,0,1
85,0,1
86,0,1
87,0,1
88,0,1
89,0,1
90,0,1
91,1,3
92,2,1
93,2,3
94,2,3
95,2,3
96,1,1
97,1,3
98,1,3
99,1,3
100,1,1
101,1,3
102,2,1
103,2,3
104,1,1
105,1,3
106,1,3
107,1,3
108,2,1
109,2,3
110,2,3
111,2,3
112,2,3
113,2,3
114,1,3
115,1,1
116,1,3
117,0,1
118,0,1
119,1,3
120,1,3
121,1,3
122,2,1
123,2,3
124,2,3
125,1,3
126,2,1
127,2,3
128,2,3
129,2,3
130,1,3
131,2,1
132,2,3
133,2,3
134,1,1
135,1,3
136,1,1
137,2,1
138,2,3
139,2,3
140,1,1
141,1,1
142,1,3
143,1,3
144,2,1
145,2,3
146,2,3
147,2,3
148,2,3
149,2,3
150,2,3
151,2,3
152,2,3
153,2,3
154,2,3
155,2,3
156,2,3
157,2,3
158,2,3
159,2,3
160,2,3
161,2,3
162,2,3
163,2,3
164,2,3
165,2,3
166,2,3
167,2,3
168,2,3
169,2,3
170,2,3
171,2,3
172,2,3
173,2,3
174,2,3
175,2,3
176,2,3
177,2,3
178,1,1
179,1,3
180,1,1
181,1,3
182,1,3
183,2,1
184,2,3
185,2,3
186,2,3
187,1,1
188,1,3
189,1,1
190,1,3
191,1,3
192,1,3
193,1,3
194,1,3
195,1,3
196,1,1
197,2,3
198,1,3
199,1,1
200,1,3
201,1,1
202,1,3
203,1,3
204,1,3
205,2,1
206,2,3
207,2,3
208,2,3
209,1,3
210,1,3
211,1,3
212,1,3
213,1,3
214,1,3
215,1,3
216,1,3
217,2,3
218,1,3
219,1,3
220,1,1
221,0,1
222,0,1
223,0,1
224,1,3
225,1,3
226,1,3
227,1,3
228,1,3
229,1,1
230,1,3
231,1,3
232,1,3
233,0,1
234,0,1
235,0,1
236,0,1
237,0,1
238,0,1
239,1,1
240,2,1
241,2,3
242,2,3
243,2,3
244,2,3
245,2,3
246,2,3
247,2,3
248,2,3
249,2,3
250,2,3
251,1,3
252,1,1
253,0,1
254,0,1
255,0,1
256,0,1
257,0,1
258,1,3
259,1,1
260,1,3
261,0,1
262,0,1
263,0,1
264,2,1
265,2,3
266,2,3
267,2,3
268,2,3
269,2,3
270,2,3
271,2,3
272,2,3
273,2,3
274,2,3
275,2,3
276,2,3
277,2,3
278,2,3
279,2,3
280,2,3
