frame_idx,dynamic_label,select_flag
0,0,1
1,1,3
2,1,1
3,2,3
4,1,1
5,1,3
6,1,1
7,0,1
8,0,1
9,1,3
10,1,3
11,0,1
12,0,1
13,1,3
14,2,1
15,2,3
16,2,3
17,1,3
18,0,1
19,0,1
20,0,1
21,1,3
22,1,3
23,2,1
24,2,3
25,2,3
26,2,3
27,2,3
28,2,3
29,2,3
30,2,3
31,2,3
32,2,3
33,2,3
34,2,3
35,2,3
36,2,3
37,2,3
38,2,3
39,2,3
40,2,3
41,2,3
42,2,3
43,2,3
44,2,3
45,2,3
46,2,3
47,2,3
48,2,3
49,2,3
50,2,3
51,2,3
52,2,3
53,2,3
54,2,3
55,2,3
56,2,3
57,2,3
58,2,3
59,2,3
60,2,3
61,2,3
62,2,3
63,2,3
64,2,3
65,2,3
66,2,3
67,2,3
68,2,3
69,2,3
70,2,3
71,2,3
72,2,3
73,2,3
74,2,3
75,2,3
76,2,3
