frame_idx,dynamic_label,select_flag
0,1,1
1,2,1
2,2,3
3,2,3
4,2,3
5,2,3
6,2,3
7,2,3
8,2,3
9,2,3
10,2,3
11,2,3
12,2,3
13,2,3
14,2,3
15,2,3
16,2,3
17,2,3
18,1,3
19,1,3
20,1,3
21,1,1
22,0,1
23,0,1
24,0,1
25,0,1
26,0,1
27,1,3
28,1,3
29,1,3
30,1,3
31,1,3
32,1,3
33,1,3
34,1,3
35,0,1
36,0,1
37,1,1
38,1,1
39,1,3
40,1,3
41,0,1
42,0,1
43,0,1
44,0,1
45,0,1
46,0,1
47,0,1
48,0,1
49,0,1
50,0,1
51,0,1
52,0,1
53,0,1
54,0,1
55,0,1
56,0,1
57,0,1
58,0,1
59,0,1
60,0,1
61,0,1
62,0,1
63,0,1
64,1,3
65,1,3
66,2,1
67,2,3
68,2,3
69,2,3
70,2,3
71,2,3
72,2,3
73,2,3
74,2,3
75,2,3
76,2,3
77,2,3
78,2,3
79,2,3
80,2,3
81,2,3
82,2,3
83,1,3
84,1,1
85,1,1
86,1,3
87,2,1
88,2,3
89,2,3
90,2,3
91,2,3
92,2,3
93,2,3
94,2,3
95,2,3
96,2,3
97,2,3
98,2,3
99,2,3
100,2,3
101,2,3
102,2,3
103,2,3
104,2,3
105,2,3
106,2,3
107,2,3
108,2,3
109,2,3
110,2,3
111,2,3
112,2,3
113,2,3
114,2,3
115,2,3
116,2,3
117,2,3
118,2,3
119,2,3
120,2,3
121,2,3
122,2,3
123,2,3
124,2,3
125,2,3
126,2,3
127,2,3
128,2,3
129,2,3
130,2,3
131,2,3
132,2,3
133,2,3
134,2,3
135,2,3
136,2,3
137,2,3
138,2,3
139,2,3
140,2,3
141,2,3
142,2,3
143,2,3
144,2,3
145,1,3
146,1,3
147,2,1
148,2,3
149,2,3
150,2,3
151,2,3
152,2,3
153,2,3
154,2,3
155,2,3
156,2,3
157,2,3
158,2,3
159,2,3
160,2,3
161,2,3
162,2,3
163,2,3
164,2,3
165,2,3
166,1,1
167,2,3
168,1,3
169,2,3
170,1,3
171,1,3
172,1,3
173,1,3
174,2,1
175,2,3
176,2,3
177,2,3
178,2,3
179,2,3
180,2,3
181,2,3
182,2,3
183,2,3
184,2,3
185,2,3
186,2,3
187,2,3
188,2,3
189,2,3
190,2,3
191,2,3
192,2,3
193,2,3
194,2,3
195,2,3
196,2,3
197,1,3
198,1,3
199,1,1
200,1,3
201,1,3
202,0,1
203,1,3
204,1,3
205,1,3
206,0,1
207,0,1
208,1,3
209,1,3
210,1,3
211,1,1
212,2,1
213,2,3
214,1,3
215,1,3
216,1,3
217,1,3
218,2,1
219,2,3
220,2,3
221,2,3
222,2,3
223,2,3
224,2,3
225,2,3
226,2,3
227,2,3
228,2,3
229,2,3
230,2,3
231,2,3
232,2,3
233,2,3
234,2,3
235,2,3
236,2,3
237,2,3
238,2,3
239,1,1
240,1,3
241,2,1
242,2,3
243,2,3
244,2,3
245,2,3
246,2,3
247,2,3
248,2,3
249,2,3
250,2,3
251,2,3
252,2,3
253,2,3
254,2,3
255,2,3
256,2,3
257,2,3
258,2,3
259,2,3
260,2,3
261,2,3
262,2,3
263,2,3
264,2,3
265,2,3
266,2,3
267,2,3
268,2,3
269,2,3
270,2,3
271,2,3
272,2,3
273,2,3
274,2,3
275,2,3
276,2,3
277,2,3
278,2,3
279,2,3
280,2,3
281,2,3
282,2,3
283,2,3
284,2,3
285,2,3
286,2,3
287,2,3
288,2,3
289,2,3
290,2,3
291,2,3
292,2,3
293,2,3
294,1,3
295,2,3
296,1,1
297,2,1
298,2,3
299,2,3
300,2,3
301,2,3
302,2,3
303,2,3
304,2,3
305,2,3
306,2,3
307,1,3
308,1,3
309,2,3
310,1,3
311,1,3
312,0,1
313,0,1
314,1,3
315,1,3
316,0,1
317,1,3
318,2,1
319,2,3
320,2,3
321,0,1
322,1,1
323,1,3
324,1,1
325,1,3
326,1,1
327,1,1
328,1,3
329,2,3
330,1,3
331,1,3
332,1,3
333,1,1
334,1,3
335,1,3
336,1,1
337,1,3
338,0,1
339,1,3
340,1,3
341,0,1
342,0,1
343,1,1
344,1,1
345,1,3
346,0,1
347,0,1
348,0,1
349,1,3
350,0,1
351,0,1
352,0,1
353,0,1
354,0,1
355,1,3
356,0,1
357,0,1
358,0,1
359,0,1
360,0,1
361,0,1
362,0,1
363,0,1
364,0,1
365,0,1
366,0,1
367,1,3
368,0,1
369,0,1
370,1,3
371,0,1
372,1,3
373,1,3
374,0,1
375,1,1
376,1,3
377,1,1
378,0,1
379,1,3
380,1,3
381,1,1
382,1,1
383,1,3
384,0,1
385,0,1
386,1,1
387,0,1
388,1,3
389,1,3
390,1,3
391,1,3
392,1,3
393,1,3
394,0,1
395,0,1
396,0,1
397,1,1
398,0,1
399,0,1
400,0,1
401,1,3
402,1,1
403,0,1
404,1,3
405,1,3
406,1,1
407,1,3
408,1,3
409,1,3
410,0,1
