frame_idx,dynamic_label,select_flag
0,1,3
1,1,1
2,0,1
3,0,1
4,0,1
5,0,1
6,0,1
7,0,1
8,0,1
9,1,3
10,1,3
11,1,3
12,2,1
13,2,3
14,2,3
15,2,3
16,2,3
17,2,3
18,2,3
19,2,3
20,2,3
21,2,3
22,2,3
23,1,1
24,1,1
25,1,3
26,0,1
27,0,1
28,0,1
29,1,3
30,1,3
31,1,3
32,2,1
33,2,3
34,2,3
35,2,3
36,2,3
37,2,3
38,2,3
39,2,3
40,2,3
41,2,3
42,2,3
43,2,3
44,2,3
45,2,3
46,2,3
47,1,3
48,2,1
49,2,3
50,1,3
51,2,1
52,2,3
53,1,3
54,1,3
55,1,3
56,1,3
57,2,3
58,1,1
59,1,1
60,1,1
61,1,3
62,0,1
63,0,1
64,2,1
65,2,3
66,0,1
67,1,3
68,1,3
69,1,3
70,1,3
71,1,3
72,1,1
73,1,1
74,1,3
75,0,1
76,0,1
77,0,1
78,0,1
79,0,1
80,0,1
81,1,3
82,0,1
83,1,3
84,0,1
85,1,3
86,1,3
87,1,3
88,1,3
89,1,1
90,0,1
91,0,1
92,1,1
93,1,3
94,1,3
95,1,3
96,0,1
97,1,3
98,1,3
99,0,1
100,0,1
101,0,1
102,0,1
103,0,1
104,1,1
105,0,1
106,0,1
107,0,1
108,0,1
109,0,1
110,0,1
111,0,1
112,0,1
113,1,1
114,1,1
115,1,1
116,1,3
117,1,3
118,1,3
119,1,3
120,1,3
121,1,3
122,1,1
123,1,3
124,1,3
125,1,1
126,1,3
127,0,1
128,0,1
129,0,1
130,1,3
131,0,1
132,1,3
133,1,1
134,1,1
135,1,3
136,1,1
137,1,3
138,1,3
139,1,3
140,1,3
141,1,1
142,2,1
143,2,3
144,2,3
145,2,3
146,2,3
147,2,3
148,2,3
149,2,3
150,2,3
151,2,3
152,2,3
153,2,3
154,2,3
155,2,3
156,2,3
157,2,3
158,2,3
159,2,3
160,2,3
161,2,3
162,2,3
163,2,3
164,2,3
165,2,3
166,2,3
167,1,1
168,1,3
169,0,1
170,0,1
171,0,1
172,0,1
173,0,1
174,0,1
175,0,1
176,0,1
177,0,1
178,1,3
179,1,3
180,2,1
181,2,3
182,2,3
183,2,3
184,1,3
185,1,3
186,1,3
187,1,3
188,0,1
189,0,1
190,0,1
191,0,1
192,0,1
193,0,1
194,0,1
195,0,1
196,1,3
197,1,3
198,1,3
199,2,1
200,2,3
201,2,3
202,2,3
203,2,3
204,2,3
205,2,3
206,2,3
207,2,3
208,1,1
209,1,1
210,1,3
211,1,1
212,0,1
213,0,1
214,0,1
215,0,1
216,0,1
217,0,1
218,0,1
219,0,1
220,1,3
221,1,3
222,1,3
223,2,1
224,2,3
225,2,3
226,2,3
227,2,3
228,2,3
229,2,3
230,1,3
231,1,3
232,1,3
233,1,3
234,0,1
235,0,1
236,0,1
237,0,1
238,0,1
239,0,1
240,0,1
241,0,1
242,0,1
243,0,1
244,1,3
245,1,3
246,1,3
247,2,1
248,2,3
249,1,3
250,1,1
251,1,1
252,1,1
253,1,3
254,1,3
255,2,1
256,2,3
257,1,3
258,2,3
259,1,3
260,1,3
261,2,1
262,2,3
263,2,3
264,2,3
265,2,3
266,2,3
267,2,3
