frame_idx,dynamic_label,select_flag
0,2,3
1,1,1
2,0,1
3,0,1
4,2,1
5,2,3
6,2,3
7,2,3
8,2,3
9,2,3
10,2,3
11,2,3
12,2,3
13,2,3
14,2,3
15,2,3
16,2,3
17,2,3
18,2,3
19,2,3
20,2,3
21,2,3
22,2,3
23,2,3
24,2,3
25,2,3
26,2,3
27,2,3
28,2,3
29,2,3
30,2,3
31,2,3
32,2,3
33,2,3
34,2,3
35,2,3
36,2,3
37,2,3
38,2,3
39,2,3
40,2,3
41,2,3
42,2,3
43,2,3
44,2,3
45,1,3
46,0,1
47,1,3
48,2,3
49,1,1
50,1,3
51,2,1
52,2,3
53,1,1
54,1,3
55,1,3
56,2,3
57,1,1
58,1,3
59,1,3
60,1,3
61,1,3
62,1,3
63,1,1
64,1,3
65,1,3
66,1,3
67,1,3
68,1,1
69,1,3
70,1,1
71,1,3
72,2,1
73,2,3
74,2,3
75,2,3
76,2,3
77,2,3
78,2,3
79,1,3
80,1,3
81,1,3
82,1,3
83,2,1
84,2,3
85,1,3
86,1,1
87,1,3
88,2,1
89,2,3
90,2,3
91,2,3
92,2,3
93,2,3
94,1,3
95,1,3
96,0,1
97,1,3
98,1,3
99,2,1
100,2,3
101,2,3
102,2,3
103,2,3
104,2,3
105,1,3
106,2,1
107,2,3
108,2,3
109,2,3
110,2,3
111,2,3
112,2,3
113,2,3
114,2,3
115,2,3
116,1,3
117,2,1
118,2,3
119,2,3
120,2,3
121,1,1
122,2,1
123,2,3
124,2,3
125,2,3
126,2,3
127,2,3
128,2,3
129,2,3
130,2,3
131,2,3
132,2,3
133,2,3
134,2,3
135,2,3
136,2,3
137,2,3
138,2,3
139,1,3
140,2,1
141,2,3
142,2,3
143,1,3
144,1,1
145,1,3
146,1,3
147,2,1
148,2,3
149,2,3
150,2,3
151,2,3
152,2,3
153,2,3
154,2,3
155,2,3
156,2,3
157,2,3
158,2,3
159,2,3
160,2,3
161,2,3
162,2,3
163,2,3
164,2,3
165,2,3
166,2,3
167,2,3
168,2,3
169,2,3
170,2,3
171,2,3
172,2,3
173,2,3
174,2,3
175,1,3
176,2,1
177,2,3
178,2,3
179,2,3
180,1,3
181,2,3
182,1,1
183,1,3
184,2,1
185,2,3
186,2,3
187,2,3
188,1,3
189,1,3
190,1,3
191,1,3
192,2,3
193,1,3
194,1,3
195,2,3
196,1,1
197,2,1
198,2,3
199,2,3
200,1,3
201,1,3
202,1,1
203,2,1
204,2,3
205,2,3
206,1,3
207,1,1
208,2,1
209,2,3
210,2,3
211,1,3
212,1,1
213,0,1
214,0,1
215,1,1
216,2,1
217,2,3
218,1,1
219,0,1
220,1,3
221,1,3
222,2,1
223,2,3
224,1,3
225,1,1
226,1,3
227,2,1
228,2,3
229,2,3
230,2,3
231,1,3
232,1,1
233,2,1
234,2,3
235,2,3
236,2,3
237,2,3
238,2,3
239,2,3
240,2,3
241,2,3
242,2,3
243,2,3
244,2,3
245,2,3
246,2,3
247,2,3
248,2,3
249,2,3
250,2,3
251,0,1
252,1,3
253,0,1
254,2,1
255,2,3
256,2,3
257,2,3
258,1,3
259,2,3
260,1,3
261,2,1
262,2,3
263,2,3
264,2,3
265,2,3
266,2,3
267,2,3
268,2,3
269,2,3
270,2,3
271,2,3
272,1,3
273,1,3
274,2,1
275,2,3
276,1,3
277,1,1
278,2,1
279,2,3
280,2,3
281,2,3
282,2,3
283,2,3
284,2,3
285,2,3
286,2,3
287,2,3
288,1,3
289,2,1
290,2,3
291,2,3
292,2,3
293,2,3
294,2,3
295,2,3
296,2,3
297,2,3
298,2,3
299,2,3
300,2,3
301,2,3
302,2,3
303,2,3
304,2,3
305,2,3
306,2,3
307,2,3
308,2,3
309,2,3
310,2,3
311,2,3
312,2,3
313,2,3
314,2,3
315,2,3
316,2,3
317,2,3
318,2,3
319,2,3
320,2,3
321,2,3
322,2,3
323,2,3
324,2,3
325,2,3
326,2,3
327,0,1
328,0,1
329,0,1
330,1,3
331,2,1
332,2,3
