frame_idx,dynamic_label,select_flag
0,0,1
1,1,3
2,0,1
3,1,3
4,0,1
5,0,1
6,0,1
7,1,1
8,2,1
9,2,3
10,2,3
11,2,3
12,2,3
13,2,3
14,2,3
15,2,3
16,1,1
17,0,1
18,0,1
19,1,3
20,1,3
21,2,3
22,0,1
23,0,1
24,0,1
25,0,1
26,0,1
27,0,1
28,0,1
29,0,1
30,0,1
31,0,1
32,0,1
33,0,1
34,0,1
35,0,1
36,0,1
37,0,1
38,0,1
39,1,1
40,0,1
41,0,1
42,0,1
43,0,1
44,1,1
45,1,3
46,1,3
47,1,3
48,0,1
49,1,3
50,1,1
51,2,3
52,1,3
53,1,3
54,2,1
55,2,3
56,1,3
57,0,1
58,0,1
59,0,1
60,0,1
61,1,3
62,1,1
63,1,1
64,2,3
65,1,1
66,0,1
67,1,3
68,0,1
69,1,3
70,1,3
71,1,1
72,2,1
73,2,3
74,2,3
75,2,3
76,2,3
77,2,3
78,2,3
79,2,3
80,1,3
81,1,3
82,1,3
83,0,1
84,1,3
85,1,3
86,1,3
87,0,1
88,1,3
89,1,1
90,0,1
91,0,1
92,1,1
93,1,3
94,1,3
95,1,3
96,2,3
97,1,3
98,0,1
99,0,1
100,0,1
101,0,1
102,0,1
103,0,1
104,0,1
105,1,3
106,0,1
107,0,1
108,0,1
109,0,1
110,0,1
111,0,1
112,0,1
113,1,1
114,1,3
115,2,3
116,1,3
117,1,3
118,1,3
119,1,3
120,2,1
121,2,3
122,1,3
123,1,3
124,2,3
125,1,3
126,1,3
127,1,3
128,1,3
129,1,3
130,2,3
131,1,3
132,1,3
133,1,3
134,1,3
135,1,1
136,1,1
137,1,3
138,2,1
139,2,3
140,2,3
141,2,3
142,2,3
143,2,3
144,2,3
145,1,3
146,1,1
147,1,3
148,1,3
149,1,3
150,2,3
151,1,1
152,1,1
153,0,1
154,0,1
155,0,1
156,1,3
157,1,3
158,1,3
159,1,1
160,1,1
161,1,3
162,0,1
163,0,1
164,0,1
165,0,1
166,0,1
167,0,1
168,0,1
169,0,1
170,1,3
171,1,1
172,2,1
173,2,3
174,0,1
175,1,3
176,1,3
177,0,1
178,0,1
179,0,1
180,0,1
181,0,1
182,0,1
183,0,1
184,0,1
185,0,1
186,1,3
187,2,1
188,2,3
189,1,3
190,1,3
191,0,1
192,0,1
193,0,1
194,0,1
195,1,3
196,0,1
197,0,1
198,0,1
199,0,1
200,0,1
201,1,3
202,0,1
203,0,1
204,0,1
205,1,3
206,1,3
207,1,1
208,1,3
