frame_idx,dynamic_label,select_flag
0,0,1
1,0,1
2,0,1
3,0,1
4,1,1
5,0,1
6,0,1
7,0,1
8,0,1
9,1,3
10,1,3
11,0,1
12,0,1
13,0,1
14,0,1
15,0,1
16,0,1
17,0,1
18,0,1
19,1,1
20,1,1
21,1,3
22,1,3
23,1,3
24,1,3
25,0,1
26,0,1
27,0,1
28,1,1
29,1,3
30,1,3
31,0,1
32,1,3
33,1,1
34,1,3
35,1,3
36,1,3
37,0,1
38,0,1
39,0,1
40,1,3
41,1,3
42,1,3
43,1,3
44,0,1
45,0,1
46,0,1
47,0,1
48,1,1
49,1,1
50,1,3
51,1,3
52,1,3
53,1,3
54,1,1
55,1,3
56,2,1
57,2,3
58,1,1
59,1,1
60,1,3
61,0,1
62,0,1
63,0,1
64,0,1
65,0,1
66,0,1
67,1,3
68,1,3
69,1,1
70,0,1
71,0,1
72,0,1
73,1,1
74,1,3
75,1,3
76,1,3
77,1,3
78,1,3
79,1,3
80,1,3
81,1,3
82,1,3
83,1,3
84,1,3
85,1,3
86,1,3
87,1,3
88,2,3
89,1,3
90,0,1
91,0,1
92,0,1
93,0,1
94,0,1
95,0,1
96,0,1
97,0,1
98,1,1
99,0,1
100,0,1
101,0,1
102,1,3
103,0,1
104,2,3
