frame_idx,dynamic_label,select_flag
0,2,3
1,1,1
2,1,3
3,1,1
4,1,1
5,1,3
6,1,3
7,1,3
8,1,1
9,1,3
10,2,1
11,2,3
12,1,3
13,1,3
14,1,3
15,2,1
16,2,3
17,2,3
18,2,3
19,1,1
20,1,3
21,1,3
22,1,3
23,1,3
24,1,1
25,1,3
26,1,1
27,1,3
28,1,3
29,1,3
30,1,3
31,1,3
32,2,1
33,2,3
34,2,3
35,2,3
36,2,3
37,2,3
38,2,3
39,2,3
40,1,3
41,1,1
42,1,3
43,1,1
44,1,1
45,1,1
46,1,3
47,1,3
48,1,3
49,1,3
50,1,3
51,1,1
52,1,1
53,1,3
54,1,3
55,2,1
56,2,3
57,2,3
58,2,3
59,2,3
60,2,3
61,2,3
62,2,3
63,2,3
64,2,3
65,2,3
66,2,3
67,2,3
68,2,3
69,1,1
70,2,3
71,1,3
72,1,3
73,1,3
74,2,1
75,2,3
76,1,3
77,1,3
78,1,3
79,2,1
80,2,3
81,1,3
82,1,3
83,1,3
84,1,3
85,2,3
86,1,1
87,1,3
88,1,3
89,2,1
90,2,3
91,2,3
92,2,3
93,2,3
94,2,3
95,2,3
96,2,3
97,2,3
98,2,3
99,2,3
100,2,3
101,2,3
102,2,3
103,2,3
104,2,3
105,2,3
106,2,3
107,2,3
108,2,3
109,2,3
110,2,3
111,2,3
112,2,3
113,2,3
114,2,3
115,2,3
116,2,3
117,2,3
118,2,3
119,2,3
120,2,3
121,2,3
122,2,3
123,2,3
124,2,3
125,2,3
126,2,3
127,2,3
128,1,1
129,1,1
130,1,3
131,1,3
132,1,3
133,1,3
134,1,3
135,1,3
136,1,3
137,1,3
138,2,1
139,2,3
140,1,1
141,1,3
142,1,3
143,2,1
144,2,3
145,2,3
146,1,3
147,1,3
148,1,3
149,0,1
150,1,3
151,1,3
152,0,1
153,1,3
