frame_idx,dynamic_label,select_flag
0,0,1
1,1,3
2,1,3
3,1,3
4,2,1
5,2,3
6,2,3
7,2,3
8,2,3
9,2,3
10,2,3
11,2,3
12,2,3
13,2,3
14,2,3
15,2,3
16,2,3
17,2,3
18,2,3
19,2,3
20,2,3
21,2,3
22,2,3
23,2,3
24,2,3
25,1,3
26,1,3
27,1,3
28,1,3
29,1,1
30,1,1
31,1,3
32,1,1
33,1,1
34,1,3
35,1,3
36,1,3
37,1,3
38,1,3
39,1,3
40,1,3
41,1,3
42,1,1
43,1,1
44,1,3
45,1,3
46,1,1
47,1,3
48,1,1
49,1,3
50,1,3
51,2,1
52,2,3
53,2,3
54,1,3
55,2,3
56,1,3
57,1,3
58,1,3
59,1,1
60,1,3
61,1,1
62,1,3
63,2,1
64,2,3
65,2,3
66,2,3
67,1,3
68,2,1
69,2,3
70,2,3
71,2,3
72,2,3
73,2,3
74,2,3
75,2,3
76,2,3
77,2,3
78,2,3
79,2,3
80,2,3
81,0,1
82,0,1
