frame_idx,dynamic_label,select_flag
0,1,3
1,1,3
2,1,3
3,1,1
4,1,3
5,0,1
6,0,1
7,0,1
8,0,1
9,1,1
10,1,1
11,0,1
12,0,1
13,0,1
14,0,1
15,1,3
16,1,3
17,1,3
18,1,3
19,1,3
20,1,1
21,1,3
22,2,3
23,1,3
24,0,1
25,0,1
26,0,1
27,0,1
28,1,1
29,1,3
30,0,1
31,0,1
32,2,1
33,2,3
34,1,3
35,1,1
36,1,3
37,1,3
38,1,3
39,1,1
40,2,3
41,1,3
42,0,1
43,0,1
44,0,1
45,0,1
46,0,1
47,0,1
48,0,1
49,0,1
50,1,1
51,1,3
52,1,3
53,1,3
54,1,3
55,0,1
56,0,1
57,1,1
58,1,1
59,2,1
60,2,3
61,2,3
62,2,3
63,2,3
64,2,3
65,1,1
66,0,1
67,0,1
68,0,1
69,0,1
70,0,1
71,0,1
72,0,1
73,0,1
74,0,1
75,0,1
76,0,1
77,0,1
78,0,1
79,0,1
80,0,1
81,0,1
82,0,1
83,1,3
84,1,3
85,1,3
86,1,3
87,1,3
88,1,3
89,1,3
90,1,3
91,2,1
92,2,3
93,2,3
94,2,3
95,1,3
96,2,3
97,1,3
98,0,1
99,0,1
100,1,3
101,1,3
102,1,3
103,2,1
104,2,3
105,1,3
106,1,3
107,1,3
108,1,1
109,1,3
110,2,3
