frame_idx,dynamic_label,select_flag
0,1,1
1,2,1
2,2,3
3,2,3
4,2,3
5,2,3
6,2,3
7,2,3
8,2,3
9,1,3
10,2,1
11,2,3
12,1,1
13,1,3
14,1,3
15,1,3
16,2,1
17,2,3
18,2,3
19,2,3
20,2,3
21,2,3
22,2,3
23,2,3
24,1,3
25,1,3
26,2,1
27,2,3
28,2,3
29,2,3
30,1,3
31,2,1
32,2,3
33,1,1
34,2,1
35,2,3
36,2,3
37,2,3
38,2,3
39,2,3
40,2,3
41,1,1
42,1,3
43,1,3
44,1,3
45,1,3
46,1,3
47,1,3
48,1,1
49,1,3
50,1,3
51,1,3
52,1,3
53,2,3
54,1,1
55,2,1
56,2,3
57,2,3
58,2,3
59,2,3
60,2,3
61,2,3
62,2,3
63,2,3
64,1,3
65,1,3
66,0,1
67,2,3
68,1,1
69,2,3
70,1,3
71,1,3
72,1,3
73,2,1
74,2,3
75,2,3
76,2,3
77,2,3
78,2,3
79,1,3
80,2,1
81,2,3
82,1,1
83,1,1
84,0,1
85,0,1
86,1,3
87,1,3
88,1,3
89,0,1
90,1,1
91,2,1
92,2,3
93,2,3
94,2,3
95,2,3
96,2,3
97,2,3
98,2,3
99,1,3
100,1,3
101,1,3
102,2,1
103,2,3
104,1,3
105,1,1
106,1,1
107,1,3
108,1,3
109,1,3
110,2,1
111,2,3
112,2,3
