frame_idx,dynamic_label,select_flag
0,1,1
1,2,1
2,2,3
3,0,1
4,0,1
5,0,1
6,0,1
7,1,1
8,2,1
9,2,3
10,2,3
11,2,3
12,2,3
13,2,3
14,2,3
15,2,3
16,2,3
17,2,3
18,2,3
19,2,3
20,2,3
21,2,3
22,2,3
23,2,3
24,2,3
25,2,3
26,2,3
27,2,3
28,1,1
29,0,1
30,0,1
31,0,1
32,1,1
33,1,1
34,1,1
35,1,1
36,1,3
37,1,1
38,0,1
39,0,1
40,0,1
41,0,1
42,1,3
43,1,1
44,1,3
45,1,3
46,1,3
47,1,1
48,1,3
49,1,3
50,1,3
51,0,1
52,0,1
53,0,1
54,0,1
55,0,1
56,0,1
57,0,1
58,1,1
59,0,1
60,0,1
61,1,3
62,1,1
63,1,3
64,2,1
65,2,3
66,2,3
67,1,3
68,0,1
69,0,1
70,0,1
71,1,3
72,1,3
73,2,1
74,2,3
75,2,3
76,2,3
77,2,3
78,2,3
79,2,3
80,2,3
81,2,3
82,2,3
83,2,3
84,2,3
85,2,3
86,2,3
87,2,3
88,2,3
89,2,3
90,2,3
91,2,3
92,2,3
93,2,3
94,1,3
95,2,1
96,2,3
97,2,3
98,2,3
99,2,3
100,2,3
101,2,3
102,2,3
103,2,3
104,2,3
105,2,3
106,2,3
107,2,3
108,2,3
109,2,3
110,2,3
111,2,3
112,2,3
113,1,3
114,1,3
115,1,3
116,1,3
117,1,3
118,1,3
119,1,3
120,2,1
121,2,3
122,1,3
123,1,3
124,1,3
125,2,1
126,2,3
127,2,3
128,1,3
129,1,1
130,1,3
131,1,1
132,2,1
133,2,3
134,1,3
135,1,3
136,0,1
137,0,1
138,0,1
139,1,3
140,1,3
141,1,3
142,1,1
143,1,1
144,2,1
145,2,3
146,1,3
147,0,1
148,0,1
149,0,1
150,1,1
151,1,3
152,2,3
153,1,1
154,1,3
155,1,3
156,0,1
157,0,1
158,0,1
159,0,1
160,0,1
161,0,1
162,0,1
163,0,1
164,0,1
165,1,1
166,1,3
167,1,3
168,1,3
169,0,1
170,0,1
171,0,1
172,1,1
173,1,3
174,1,3
175,1,3
176,1,3
177,1,1
178,1,3
179,1,3
180,1,1
181,1,3
182,1,3
183,1,3
184,1,3
185,1,1
186,2,1
187,2,3
188,2,3
189,2,3
190,2,3
191,1,3
192,1,3
193,1,1
194,1,3
195,1,3
196,0,1
197,0,1
198,0,1
199,0,1
200,0,1
201,0,1
202,1,3
203,1,3
204,1,3
205,1,3
206,1,3
207,2,1
208,2,3
209,2,3
210,2,3
211,2,3
212,2,3
213,2,3
214,2,3
215,2,3
216,1,3
217,1,3
218,1,3
219,1,3
220,0,1
221,0,1
222,1,3
223,1,1
224,2,1
225,2,3
226,2,3
227,2,3
228,2,3
229,2,3
230,1,3
231,1,1
232,0,1
233,0,1
234,0,1
235,0,1
236,0,1
237,0,1
238,0,1
239,0,1
240,0,1
241,0,1
242,1,3
243,1,1
244,2,1
245,2,3
246,2,3
247,2,3
248,2,3
249,2,3
250,1,1
251,1,3
252,1,3
253,1,1
254,0,1
255,0,1
256,0,1
257,0,1
258,0,1
259,0,1
260,0,1
261,0,1
262,0,1
263,0,1
264,1,3
265,1,3
266,1,3
267,1,3
268,1,3
269,1,1
270,1,3
271,1,1
272,1,1
273,1,3
274,2,1
275,2,3
276,2,3
277,2,3
278,1,3
279,1,3
280,0,1
281,0,1
282,0,1
283,1,3
284,1,1
285,1,3
286,1,3
287,1,1
288,1,3
289,2,1
290,2,3
291,2,3
292,2,3
293,2,3
294,2,3
295,2,3
296,2,3
297,2,3
298,2,3
299,1,3
300,2,1
301,2,3
302,2,3
303,2,3
304,1,3
305,0,1
306,0,1
307,0,1
308,0,1
309,1,1
310,1,1
311,1,3
312,1,3
313,1,3
314,1,3
315,1,3
316,1,3
317,1,3
318,1,3
319,1,3
320,1,3
321,1,3
322,0,1
323,1,1
324,1,1
325,1,3
326,1,3
327,1,1
328,1,3
329,1,3
330,1,3
331,2,1
332,2,3
333,2,3
334,1,3
335,2,1
336,2,3
337,1,1
338,1,3
339,0,1
340,0,1
341,1,1
342,1,3
343,1,1
344,1,3
345,1,3
346,2,1
347,2,3
348,2,3
349,2,3
350,2,3
351,2,3
352,2,3
353,2,3
354,2,3
355,2,3
356,0,1
357,0,1
358,0,1
359,0,1
360,0,1
361,0,1
362,0,1
363,1,3
364,1,1
365,1,3
366,2,3
367,1,1
368,1,3
369,1,3
370,2,3
371,1,1
372,1,3
373,2,1
374,2,3
375,2,3
376,2,3
377,2,3
378,2,3
379,2,3
380,1,1
381,0,1
382,0,1
383,0,1
384,1,3
385,2,1
386,2,3
387,2,3
388,2,3
389,2,3
390,2,3
391,2,3
392,2,3
393,2,3
394,2,3
395,2,3
396,2,3
397,2,3
398,1,3
399,1,3
400,2,1
401,2,3
402,2,3
403,2,3
404,2,3
405,2,3
406,2,3
407,1,3
408,1,3
409,1,3
410,1,3
411,1,3
412,1,3
413,1,1
414,1,3
415,1,3
416,1,3
417,1,3
418,1,1
419,1,1
420,1,3
421,1,1
422,1,3
423,1,3
424,0,1
425,0,1
426,0,1
427,0,1
428,0,1
429,1,3
430,1,3
431,1,1
432,2,1
433,2,3
434,2,3
435,2,3
436,1,3
437,1,3
438,1,1
439,1,3
