frame_idx,dynamic_label,select_flag
0,2,1
1,2,3
2,2,3
3,2,3
4,1,3
5,1,3
6,1,3
7,2,1
8,2,3
9,2,3
10,2,3
11,2,3
12,2,3
13,1,3
14,1,1
15,1,3
16,1,3
17,2,1
18,2,3
19,2,3
20,0,1
21,0,1
22,0,1
23,2,3
24,1,3
25,1,3
26,1,3
27,1,3
28,1,1
29,1,3
30,1,3
31,1,3
32,1,3
33,1,3
34,1,3
35,1,3
36,2,1
37,2,3
38,2,3
39,2,3
40,2,3
41,2,3
42,1,3
43,1,3
44,1,3
45,1,1
46,1,1
47,1,3
48,1,3
49,1,3
50,2,1
51,2,3
52,2,3
53,2,3
54,2,3
55,2,3
56,2,3
57,2,3
58,2,3
59,2,3
60,2,3
61,2,3
62,2,3
63,2,3
64,2,3
65,2,3
66,2,3
67,2,3
68,2,3
69,2,3
70,2,3
71,2,3
72,2,3
73,2,3
74,2,3
75,2,3
76,2,3
77,2,3
78,2,3
79,2,3
80,2,3
81,2,3
82,2,3
83,2,3
84,2,3
85,2,3
86,2,3
87,2,3
88,2,3
89,2,3
90,2,3
91,2,3
92,2,3
93,2,3
94,1,3
95,2,1
96,2,3
97,2,3
98,2,3
99,2,3
100,2,3
101,2,3
102,2,3
103,2,3
104,2,3
105,2,3
106,2,3
107,2,3
108,2,3
109,2,3
110,2,3
111,2,3
112,2,3
113,2,3
114,2,3
115,2,3
116,2,3
117,2,3
118,2,3
119,2,3
120,2,3
121,2,3
122,2,3
123,2,3
124,2,3
125,2,3
126,2,3
127,2,3
128,2,3
129,2,3
130,2,3
131,2,3
132,2,3
133,2,3
134,1,3
135,1,3
136,1,1
137,1,3
138,1,1
139,1,1
140,1,3
141,1,3
142,1,3
143,1,3
144,2,1
145,2,3
146,1,3
147,1,3
148,1,1
149,1,1
150,1,3
151,2,1
152,2,3
153,2,3
154,2,3
155,2,3
156,2,3
157,2,3
158,2,3
159,2,3
160,2,3
161,2,3
162,2,3
163,2,3
164,2,3
165,2,3
166,2,3
167,2,3
168,2,3
169,2,3
170,2,3
171,2,3
172,2,3
173,2,3
174,2,3
175,2,3
176,2,3
177,2,3
178,2,3
179,2,3
180,2,3
181,2,3
182,2,3
183,2,3
184,2,3
185,2,3
186,2,3
187,2,3
188,2,3
189,2,3
190,2,3
191,2,3
192,2,3
193,2,3
194,2,3
195,2,3
196,2,3
197,2,3
198,2,3
199,2,3
200,2,3
201,2,3
202,2,3
203,1,1
204,0,1
205,0,1
206,2,1
207,2,3
208,0,1
209,0,1
210,2,1
211,2,3
212,2,3
213,2,3
214,2,3
215,2,3
216,2,3
217,2,3
218,2,3
219,2,3
220,2,3
221,2,3
222,2,3
223,2,3
224,2,3
225,2,3
226,2,3
227,2,3
228,2,3
229,2,3
230,2,3
231,2,3
232,2,3
233,2,3
234,2,3
235,2,3
236,2,3
237,2,3
238,2,3
239,2,3
240,2,3
241,2,3
242,2,3
243,1,1
244,0,1
245,0,1
246,2,1
247,2,3
248,2,3
249,2,3
