frame_idx,dynamic_label,select_flag
0,2,3
1,1,1
2,1,1
3,2,1
4,2,3
5,2,3
6,2,3
7,2,3
8,2,3
9,2,3
10,0,1
11,1,3
12,1,3
13,1,1
14,1,1
15,2,1
16,2,3
17,2,3
18,2,3
19,2,3
20,2,3
21,2,3
22,2,3
23,2,3
24,2,3
25,1,3
26,1,1
27,1,3
28,1,1
29,2,3
30,1,3
31,1,3
32,1,3
33,1,3
34,1,3
35,1,3
36,1,3
37,1,3
38,1,3
39,1,3
40,1,3
41,1,3
42,2,1
43,2,3
44,2,3
45,1,3
46,1,3
47,1,1
48,1,3
49,1,3
50,1,1
51,1,1
52,1,3
53,1,3
54,1,3
55,2,1
56,2,3
57,1,1
58,1,3
59,1,3
60,1,3
61,2,3
62,1,3
63,1,3
64,1,3
65,1,1
66,1,1
67,1,3
68,2,1
69,2,3
70,2,3
71,2,3
72,2,3
73,2,3
74,2,3
75,2,3
76,2,3
77,2,3
78,1,3
79,1,3
80,1,1
81,2,1
82,2,3
83,2,3
84,2,3
85,2,3
86,2,3
87,2,3
88,1,3
89,1,3
90,1,1
91,2,1
92,2,3
93,2,3
94,2,3
95,2,3
96,2,3
97,2,3
98,2,3
99,2,3
100,2,3
101,2,3
102,2,3
103,2,3
104,1,3
105,1,3
106,1,3
107,1,3
108,1,3
109,1,3
110,1,3
111,2,1
112,2,3
113,1,1
114,1,3
115,1,1
116,1,3
117,1,3
118,1,3
119,1,3
120,2,1
121,2,3
122,1,3
123,1,3
124,1,3
125,1,3
126,1,3
127,1,3
128,1,1
129,1,1
130,2,1
131,2,3
132,2,3
133,1,3
134,1,1
135,1,3
136,1,3
137,1,3
138,2,3
139,1,3
140,0,1
141,1,1
142,1,3
143,1,3
144,2,1
145,2,3
146,2,3
147,1,3
148,1,3
149,2,1
150,2,3
151,2,3
152,2,3
153,2,3
154,2,3
155,2,3
156,2,3
157,2,3
158,2,3
159,2,3
160,2,3
161,1,3
162,0,1
163,2,3
