frame_idx,event_points,event_intensity,event_concentration,event_saliency,dynamic_label,select_flag
0,216323,0.18388333916664124,0.01283192913979292,0.09835763275623322,2,1
1,128165,0.09449826925992966,0.009144376032054424,0.05182132124900818,2,3
2,102435,0.06841013580560684,0.030672376975417137,0.049541257321834564,2,3
3,79491,0.04514677822589874,0.02734311856329441,0.036244947463274,2,3
4,68013,0.033509012311697006,0.039651308208703995,0.0365801602602005,2,3
5,59398,0.024774104356765747,0.04677576944231987,0.03577493876218796,2,3
6,55262,0.020580533891916275,0.05447564646601677,0.03752809017896652,2,3
7,52438,0.017717227339744568,0.0682014748454094,0.04295935109257698,2,3
8,48951,0.014181692153215408,0.0692802369594574,0.041730962693691254,2,3
9,47405,0.012614167295396328,0.07145290076732635,0.04203353449702263,2,3
10,42539,0.007680441252887249,0.054028403013944626,0.030854422599077225,2,3
11,40041,0.005147672723978758,0.057968683540821075,0.03155817836523056,2,3
12,38195,0.0032759758178144693,0.06273452937602997,0.0330052524805069,2,3
13,36988,0.0020521776750683784,0.06643937528133392,0.03424577787518501,2,3
14,47817,0.01303190365433693,0.11163797974586487,0.06233493983745575,2,3
15,64755,0.030205663293600082,0.18230372667312622,0.1062546968460083,2,3
16,73026,0.038591790944337845,0.23547042906284332,0.13703110814094543,1,3
17,62310,0.027726633474230766,0.18933415412902832,0.10853039473295212,2,1
18,47005,0.012208598665893078,0.11107044667005539,0.06163952127099037,2,3
19,44131,0.009294596500694752,0.10030590742826462,0.05480025336146355,2,3
20,40160,0.005268328357487917,0.0847536250948906,0.04501097649335861,2,3
21,38560,0.00364605407230556,0.08840061724185944,0.04602333530783653,2,3
22,38728,0.003816391807049513,0.09026134014129639,0.047038864344358444,2,3
23,37078,0.0021434302907437086,0.08079829066991806,0.041470859199762344,2,3
24,35266,0.0003062043397221714,0.08134568482637405,0.040825944393873215,2,3
25,35118,0.00015614580479450524,0.07956448197364807,0.0398603156208992,2,3
26,34964,0.0,0.07762952148914337,0.038814760744571686,2,3
27,35191,0.00023016288469079882,0.08320026099681854,0.04171521216630936,2,3
28,35429,0.0004714739916380495,0.08416179567575455,0.042316634207963943,2,3
